"loan_amnt","int_rate","annual_inc","dti","delinq_2yrs","inq_last_6mths","pub_rec","revol_util","total_acc","term_36 months","term_60 months","region_Midwest","region_Northeast","region_South","region_West","grade_A","grade_B","grade_C","grade_D","grade_E","grade_F","grade_G","emp_length_0-3 years","emp_length_4-6 years","emp_length_7-9 years","emp_length_10+ years","home_ownership_MORTGAGE","home_ownership_OWN","home_ownership_RENT","verification_status_Not Verified","verification_status_Source Verified","verification_status_Verified","purpose_group_Big Purchase","purpose_group_Debt","purpose_group_Home","purpose_group_Medical/Other","unpaid_loan"
3600,0.1189,52000,15.02,0,3,0,0.474,24,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2150,0.1347,84000,15.01,0,0,0,0.514,36,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
9800,0.1379,62000,23.92,0,0,0,0.573,12,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
15600,0.1221,50000,4.06,0,1,0,0.553,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1500,0.1379,53004,9.51,0,3,0,0.837,24,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
2100,0.1221,33500,0.39,0,3,0,0.172,9,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
6000,0.0963,26000,8.35,0,0,0,0.236,32,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1500,0.1189,50500,16.87,0,0,0,0.641,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
11300,0.1442,56472,22.29,0,0,0,0.725,17,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
10000,0.1284,1e+05,17.26,0,2,1,0.23,23,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
11200,0.0932,66000,5.8,0,0,0,0.555,46,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9000,0.1221,80000,11.4,0,0,0,0.519,17,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
7200,0.08,59000,8.95,0,3,0,0.305,14,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2800,0.0932,60000,10.1,0,1,0,0.029,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
10000,0.1126,75000,20.06,0,2,0,0.724,23,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
7200,0.08,42996,9.55,0,1,0,0.587,18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
15000,0.1158,32000,4.8,0,5,0,0.431,15,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1800,0.1253,33048,13.62,0,1,0,0.512,12,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
11500,0.1158,47244,23.7,0,1,0,0.631,17,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
10000,0.0932,41004,7.43,0,2,0,0.371,20,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
6000,0.1221,130000,15.14,3,2,0,0.714,18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2500,0.1189,115000,8.86,0,0,0,0.483,16,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7700,0.1253,96408,13.43,0,2,0,0.813,24,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
15000,0.1253,86004,9.45,1,0,0,0.555,34,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10000,0.0932,58000,0,0,0,0,0.005,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1200,0.1126,60000,5.38,0,1,0,0.943,30,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
7000,0.1095,37000,9.76,0,0,0,0.504,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5000,0.0932,189000,7.69,0,1,0,0.38,35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
18500,0.1316,55000,21.67,0,1,0,0.637,26,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
18000,0.1158,98000,5.08,0,0,0,0.142,40,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4000,0.1095,34000,9,0,0,0,0.381,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
8000,0.1253,34000,21.85,0,1,0,0.386,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
6500,0.1189,39520,8.47,0,1,1,0.332,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
5600,0.1379,35004,12.89,0,1,0,0.481,13,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
7000,0.1284,60500,10.27,0,0,0,0.452,23,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20000,0.1411,72000,23.62,0,0,0,0.768,30,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
2500,0.1253,20000,1.62,0,2,0,0.214,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
8400,0.1189,160000,10.78,0,0,0,0.438,11,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
6000,0.0932,60000,11.32,0,1,0,0,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
13000,0.0963,57000,20.74,0,2,0,0.265,33,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
11250,0.1221,69996,19.01,0,1,0,0.818,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
12000,0.1221,60996,18.89,0,1,0,0.607,25,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9600,0.0963,41000,6.85,0,2,0,0.188,21,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
4000,0.1126,55000,2.62,0,0,0,0.232,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
9100,0.1537,38400,4.97,0,0,0,0.677,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
6000,0.1474,85000,15.02,0,1,0,0.912,37,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3600,0.0963,54996,1.24,0,2,1,0.198,29,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
20000,0.1158,98652,3.93,0,1,0,0.092,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
5500,0.1189,51504,18.45,0,1,0,0.679,32,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
14900,0.0963,63000,17.54,0,0,0,0.149,23,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3600,0.0963,32000,15.11,0,1,0,0.415,21,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2500,0.1347,14400,16.33,0,1,0,0.386,15,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
18000,0.1095,53800,6.69,0,0,0,0.007,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
10000,0.1379,41000,15.78,0,0,0,0.863,7,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3500,0.1316,18720,20.83,0,3,0,0.833,8,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
12000,0.1284,105000,9.77,0,2,0,0.334,24,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
6500,0.1095,59000,13.38,0,1,0,0.484,11,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
16000,0.1158,67600,2.2,0,1,0,0.407,11,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
10600,0.1316,42000,19.49,0,0,0,0.601,18,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
2400,0.1411,21996,10.47,0,1,0,0.932,22,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
7200,0.1442,53000,13.86,1,0,0,0.545,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
20000,0.1189,48100,10.55,0,5,0,0.002,42,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
9250,0.1189,65000,16.28,1,6,0,0.237,32,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
25000,0.1253,7e+05,9.64,0,0,0,0.86,35,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
15000,0.1347,74424,11.24,0,0,0,0.539,20,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
20000,0.1221,65000,13.85,2,1,0,0.177,25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1800,0.1158,45996,17.3,0,0,0,0.898,13,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
10000,0.0932,66000,13.73,0,0,0,0.271,31,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
8500,0.1189,63996,18.06,0,3,0,0.112,15,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
16000,0.1347,110004,21.82,0,0,0,0.477,30,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9500,0.1284,77040,8.57,0,2,0,0.397,15,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
16000,0.1221,120000,7,0,6,0,0.318,23,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
12500,0.0963,92800,2.83,0,1,0,0.178,25,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
10000,0.1253,33996,22.56,0,1,0,0.726,18,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
4975,0.1221,55000,14.2,0,0,0,0.6,13,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3000,0.1221,54996,11.89,0,0,0,0.305,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3000,0.1379,60000,2.18,1,1,0,0.647,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
20000,0.1347,120000,12.8,0,2,0,0.81,49,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6000,0.0932,41000,17.5,0,0,0,0.68,25,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2500,0.1316,36000,2.2,0,1,0,0.354,6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
10000,0.1095,66500,19.87,0,2,0,0.432,20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
10000,0.0932,42000,22.18,0,0,0,0.206,32,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4000,0.1095,37000,6.36,0,2,0,0.528,10,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3200,0.0963,18240,20.26,0,0,0,0.003,7,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3500,0.1158,35000,14.47,0,0,0,0.51,15,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
10000,0.1095,20008,0,1,1,0,0,16,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4000,0.0932,98000,2.77,0,0,0,0.2,25,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
5000,0.0963,110000,11.81,0,2,0,0.468,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2000,0.1189,23587,1.27,0,2,1,0.199,14,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
12000,0.1158,34999,15.39,0,2,0,0.547,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
3000,0.08,80000,14.63,0,2,0,0.03,40,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
20000,0.1568,117000,22.02,0,0,0,0.752,37,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
15000,0.1253,143000,16.75,0,1,0,0.686,61,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
3000,0.1347,41000,5.21,0,0,1,0.806,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
10000,0.1126,73000,6.94,0,0,0,0.33,10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3000,0.1253,59904,7.97,2,1,0,0.864,20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
10000,0.1316,55016,15.94,0,2,0,0.941,7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
12000,0.0963,36000,15,0,0,0,0.381,24,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
17000,0.1347,65000,7.03,0,2,0,0.406,25,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3200,0.1126,39996,0.72,0,5,0,0.08,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
15000,0.1347,71004,18.84,0,0,0,0.61,27,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
5000,0.0768,30000,7.72,0,0,0,0.21,21,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
15000,0.1253,105000,13.78,0,3,0,0.467,20,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5900,0.0963,23000,8.19,0,0,0,0.578,10,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
13000,0.1189,90000,2.64,0,2,0,0.271,18,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16400,0.1379,72890,17.43,0,2,0,0.627,35,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1800,0.1126,24000,8.6,0,1,0,0.261,8,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
12000,0.1379,48996,18.64,0,1,1,0.923,49,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
15000,0.1126,70000,13.39,0,0,0,0,20,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6000,0.1189,55000,6.81,0,0,0,0.403,22,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
15250,0.1568,61200,10.98,0,1,0,0.393,43,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
22000,0.1158,85000,19.82,0,3,0,0.712,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
6000,0.1411,1e+05,2.48,0,2,0,0.546,11,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6000,0.1189,22000,14.73,0,1,0,0.536,17,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
5400,0.1568,56461,20.87,0,0,0,0.967,24,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
7000,0.1253,68700,6.2,1,0,0,0,20,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
23000,0.1158,72800,6.38,0,0,0,0.301,33,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
15000,0.1189,67800,10.69,0,2,0,0.274,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
10000,0.1095,230000,5.4,0,0,1,0.33,26,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
4000,0.1316,45000,20.64,0,1,0,0.766,14,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4500,0.1316,58000,2.13,0,0,0,0.383,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
7000,0.0932,39996,0.3,0,0,0,0.117,7,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
6600,0.1379,39000,23.19,0,0,0,0.551,9,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
15000,0.1316,240000,0.94,0,2,0,0.457,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2400,0.08,54000,12.42,0,1,0,0.076,16,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1000,0.08,30000,9.04,0,2,0,0.074,15,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2400,0.1442,176000,9.69,1,0,0,0.72,44,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
10000,0.0932,23700,10.08,0,0,0,0.297,16,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
7000,0.1316,36500,22.32,0,1,0,0.958,28,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
10000,0.1095,84996,3.81,0,1,0,0,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
4800,0.1253,25000,12.53,0,2,0,0.697,8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8600,0.1316,46000,7.98,0,1,0,0.028,16,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
5000,0.0932,27000,1.56,0,0,0,0.237,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
18000,0.1316,45150,18.82,0,1,0,0.661,15,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4000,0.0963,95000,7.87,1,2,0,0.134,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
4500,0.0932,101400,6.86,1,0,0,0.05,32,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
11500,0.1095,41784,20.42,0,0,0,0.336,18,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
8000,0.08,55000,13.51,0,2,0,0.13,39,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
12000,0.1158,275000,8.2,0,0,0,0.733,43,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3000,0.0963,45000,5.36,0,2,0,0.753,6,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
5600,0.1284,30000,2.08,0,3,0,0.386,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
20000,0.1284,150000,10.18,0,1,0,0.438,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
5000,0.0768,120000,7.03,0,0,0,0.237,22,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
9600,0.1126,55000,2.9,0,3,0,0.753,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
6000,0.1189,50000,9.77,0,1,0,0.506,23,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
20000,0.1221,60000,23.44,0,1,0,0.821,37,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
6400,0.0932,110000,0,0,0,0,0.068,12,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
14500,0.0963,75600,15.41,0,0,0,0.276,37,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
14000,0.0963,109000,13.06,1,3,0,0.094,44,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
13000,0.1726,50000,16.08,0,1,0,0.831,8,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10000,0.1158,62000,24.62,0,0,0,0.574,18,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
6000,0.0768,46000,16.43,0,2,0,0.087,47,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6000,0.1284,35000,24.27,0,1,0,0.403,9,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5000,0.1158,48000,0.38,0,3,0,0.078,7,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
9000,0.0932,105000,20.33,0,0,0,0.222,41,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
18000,0.1189,87000,19.71,0,0,0,0.584,17,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
9800,0.1632,50000,12.41,0,2,0,0.809,16,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3500,0.0768,98000,10.1,0,0,0,0.441,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
4000,0.1158,54000,3.44,0,1,0,0.276,30,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
12000,0.1126,93450,15.38,0,2,0,0.673,25,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4000,0.1221,10636,13.54,0,0,0,0.002,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1500,0.1316,42000,17.26,0,1,1,0.728,31,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
13000,0.1411,64000,19.03,0,0,0,0.947,13,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
6000,0.08,40000,13.23,0,0,0,0.589,17,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
9600,0.1126,39996,23.52,0,2,0,0.426,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
