"loan_status","loan_amnt","int_rate","annual_inc","dti","delinq_2yrs","inq_last_6mths","pub_rec","revol_util","total_acc","term_36 months","term_60 months","region_Midwest","region_Northeast","region_South","region_West","grade_A","grade_B","grade_C","grade_D","grade_E","grade_F","grade_G","emp_length_0-3 years","emp_length_4-6 years","emp_length_7-9 years","emp_length_10+ years","home_ownership_MORTGAGE","home_ownership_OWN","home_ownership_RENT","verification_status_Not Verified","verification_status_Source Verified","verification_status_Verified","purpose_group_Big Purchase","purpose_group_Debt","purpose_group_Home","purpose_group_Medical/Other"
"Current",16000,0.1269,65000,16.65,0,1,0,0.576,23,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",21600,0.1171,75000,20.82,0,0,0,0.53,29,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",4000,0.1269,66996,14.81,0,1,0,0.713,16,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
"Current",31025,0.2206,80000,20.01,0,0,0,0.993,12,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1171,102000,10.99,0,0,0,0.366,36,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",21000,0.1349,68000,3.39,0,1,0,0.38,12,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Current",24250,0.1758,80000,16.45,0,1,0,0.536,53,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1242,60960.48,21.36,0,0,0,0.628,37,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",10000,0.089,76728,19.39,0,0,0,0.453,29,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"Current",20000,0.1677,80000,21.12,0,1,0,0.6,39,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",27200,0.1903,165000,13.36,0,0,0,0.726,29,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",20125,0.1065,70000,12.65,0,0,0,0,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"Current",11625,0.0991,36000,9.03,0,0,0,0.382,19,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"Current",35000,0.2089,127000,14.44,1,0,0,0.827,35,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",2600,0.1727,95000,5.36,0,1,0,0.923,14,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"Current",25000,0.1427,129996,18.62,0,3,0,0.454,36,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",12000,0.1825,52000,21.23,0,3,0,0.783,38,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",12000,0.1465,81996,10.13,0,2,0,0.327,22,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",2600,0.1991,74400,16.69,0,0,0,0.73,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"Current",20000,0.1269,175000,15.18,0,0,0,0.825,40,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",35000,0.203,74000,19.05,0,0,0,0.683,21,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1596,56000,12.62,0,1,0,0.679,23,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",1500,0.1596,24960,13.75,0,2,0,0.558,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"Current",24600,0.1269,43538,11.38,0,2,0,0.501,33,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",12025,0.0991,97200,19.57,0,2,0,0.393,32,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"Current",11000,0.1942,62400,23.12,0,0,0,0.544,31,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"Current",3500,0.1171,44004,10.23,0,1,0,0.221,21,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"Late",12600,0.1864,43000,9.29,1,0,0,0.041,17,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",30000,0.0991,130000,1.88,0,0,0,0.086,34,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"Current",4000,0.1677,54996,10.74,1,2,0,0.204,36,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"Current",20000,0.1727,291996,4.81,0,0,0,0.591,19,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",16000,0.1349,57500,11.1,0,1,0,0.426,13,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",15600,0.1991,123000,7.69,0,0,0,0.293,11,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"Current",8000,0.2274,86400,4.28,0,2,0,0.839,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1758,112000,14.55,0,1,0,0.997,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",6000,0.0991,30000,9.52,0,0,0,0.272,16,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
"Current",5000,0.1825,24996,4.18,0,1,0,0.878,9,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"Current",14125,0.1427,39036.96,22.62,0,0,1,0.867,37,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"Current",17000,0.1065,34000,13.02,0,0,0,0.151,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"Current",30000,0.1171,125000,16.4,0,0,0,0.591,32,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",18200,0.203,52800,16.36,0,0,0,0.781,17,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",12000,0.1171,30000,9.72,0,1,0,0.359,17,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"Current",24000,0.1349,55000,19.68,0,1,0,0.335,9,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
"Current",25000,0.1242,1e+05,15.89,0,1,0,0.33,36,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1099,55000,20.79,0,0,0,0.487,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",22000,0.1199,60000,26.55,0,1,0,0.381,28,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",16000,0.1727,150000,13.13,0,2,0,0.918,14,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.1349,1e+05,2.05,0,2,0,0.251,24,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"Current",13675,0.1171,60000,24.22,0,0,0,0.689,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",7500,0.1171,18240,13.95,0,0,0,0.254,13,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
"Current",13000,0.1349,25800,10.19,0,0,0,0.847,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"Current",30000,0.1269,150000,5.27,0,1,0,0.378,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"Current",35000,0.1242,89000,11.43,0,0,0,0.128,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"Current",22400,0.1864,50000,18.67,0,0,1,0.649,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"Current",30000,0.1427,102000,18.21,0,0,0,0.418,45,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"Current",20000,0.1427,42000,16.86,0,0,0,0.422,11,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.1727,96000,9.75,0,1,0,0.703,31,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",25000,0.1065,61000,0,0,0,0,0,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"Current",4000,0.1427,74004,13.25,0,1,0,0.418,20,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"Current",28000,0.0991,150000,3.94,0,0,0,0.316,29,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"Current",5000,0.1427,66996,24.29,0,1,0,0.273,43,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",2000,0.1677,30000,22.96,0,8,0,0.489,25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"Current",10000,0.1427,20400,13.29,0,1,0,0.522,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"Current",7500,0.0991,51721,27.73,0,0,0,0.394,38,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"Current",25000,0.1242,50000,6.53,0,4,0,0.198,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",16500,0.1465,110000,4.35,0,2,0,0.305,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"Current",35000,0.1349,110000,20.47,0,2,0,0.335,63,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",25000,0.1427,108000,16.33,0,2,0,0.385,41,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",13000,0.1065,60000,16.82,0,0,0,0.242,16,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"Current",10000,0.1596,114996,7.01,2,1,0,0.248,32,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",12000,0.1349,51600,5.72,0,1,0,0.162,28,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",24700,0.1758,63000,19.14,0,1,0,0.59,30,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",32000,0.2352,80000,17.65,0,0,0,0.939,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",18000,0.2391,165000,9.46,1,2,0,0.473,48,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
"Current",9400,0.1065,95000,24.97,0,0,0,0.18,20,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"Current",13125,0.1427,1e+05,7.12,0,0,0,0.611,14,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"Current",24000,0.1349,124704,4.61,0,0,0,0.678,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",7000,0.1065,30996,22.18,1,0,0,0.544,31,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"Current",19500,0.1349,90000,12.88,0,0,0,0.651,44,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",15000,0.0991,60000,7.28,0,1,0,0.14,29,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"Current",17000,0.1349,60000,10.92,0,4,0,0.416,39,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
"Current",22800,0.1269,92000,16.41,0,0,0,0.633,23,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",13200,0.1427,50004,8.66,0,2,0,0.584,15,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",8125,0.1903,70000,19.73,0,2,0,0.967,22,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1299,52000,23.95,0,1,0,0.419,36,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
"Current",25450,0.2136,81000,16.89,0,1,1,0.923,27,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",13000,0.0749,80004,9.09,0,0,0,0.347,38,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"Current",10000,0.1749,154800,10.83,0,0,0,0.98,33,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
"Current",14000,0.0749,50000,2.4,0,0,0,0.085,29,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"Current",12075,0.1059,60000,27.99,0,0,0,0.336,21,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"Current",20000,0.1523,40000,18.69,0,1,0,0.531,19,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"In Grace Period",20000,0.2062,65000,11.3,0,2,0,0.878,17,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"Current",18000,0.1059,48000,15.03,0,0,0,0.207,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"Current",25000,0.1749,65000,17.34,0,0,0,0.81,20,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"Current",20000,0.1059,87252,16.82,0,0,0,0.143,31,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"Current",28500,0.0999,105000,26.67,0,0,0,0.326,32,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",14000,0.1299,95800,21.68,0,0,0,0.743,43,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",16000,0.1689,57000,13.33,0,1,0,0,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"Current",18000,0.1199,52000,8.13,0,0,1,0.009,14,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",20000,0.1599,85000,20.53,0,3,0,0.614,36,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",20000,0.1599,55000,12.98,0,0,0,0.399,16,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"Current",28000,0.1199,73000,21.21,0,0,0,0.81,25,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1399,60000,5.1,0,2,0,0.332,15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"Current",7500,0.0849,70800,7.78,0,0,0,0.453,32,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"Current",30000,0.1599,80000,2.64,0,0,0,0.778,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",28000,0.1149,91000,10.87,0,1,0,0.358,26,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",20000,0.1199,57000,18.55,0,0,0,0.375,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",12000,0.1599,74000,9.58,0,1,0,0.823,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"Current",7200,0.1839,60000,6.6,3,1,0,0.089,25,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"Current",15075,0.1099,54000,29,0,0,0,0.575,36,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"Current",16000,0.1299,105000,9.57,0,1,0,0.639,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"Current",12000,0.1099,156000,13.38,0,0,0,0.418,26,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"Current",5400,0.1059,33360,1.8,0,0,0,0.102,26,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"Current",16100,0.1839,65000,24.07,0,2,0,0.876,20,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1689,114000,17.93,0,0,0,0.877,47,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1199,93600,13.26,0,2,0,0.393,32,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"Current",15000,0.1599,80000,10.74,0,0,2,0.512,12,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",16000,0.1399,48000,19.5,0,2,0,0.968,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"Current",13000,0.0749,65000,3.43,0,0,0,0.379,26,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"Current",4800,0.1199,29004,10.92,0,0,0,0.579,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
"Current",20000,0.1149,80000,18.73,0,1,0,0.305,21,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"Current",5000,0.0849,105000,17.74,0,0,0,0.169,37,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"Current",16000,0.1299,48000,16.63,0,0,0,0.847,14,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"Current",15000,0.1799,45000,9.65,0,2,0,0.889,9,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"Current",12000,0.1299,81500,16.83,0,0,0,0.616,14,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"Current",35000,0.1149,144000,2.92,0,0,0,0.285,29,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"Current",25000,0.1929,80000,20.19,0,1,0,0.299,32,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"Current",7600,0.1599,48000,16.3,0,0,0,0.753,12,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"Current",30000,0.1299,80004,9.06,0,1,0,0.58,21,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",35000,0.1149,170000,11.04,0,0,0,0.277,50,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"Current",5000,0.1749,29162.92,24.32,0,1,0,0.921,12,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"Current",10000,0.1149,60000,25.34,0,0,0,0.373,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",35000,0.1649,98000,20.49,0,0,0,0.599,32,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",18000,0.1649,150000,16.82,0,1,1,0.415,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"Current",15000,0.1099,70000,20.44,0,0,0,0.277,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"Current",10500,0.1149,40000,11.61,0,0,0,0.292,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"Current",20000,0.1199,175000,15.06,0,0,0,0.638,31,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"Current",13000,0.0999,40000,17.79,0,2,0,0.069,14,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
"Current",35000,0.1149,71516,5.02,0,0,0,0.335,27,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"Current",14125,0.0849,78000,13.58,0,0,0,0.044,50,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",9200,0.1479,40000,8.61,0,3,0,0.356,14,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"Current",15000,0.1689,54000,15.24,0,1,1,0.743,37,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",8000,0.1599,33696,15.17,1,0,0,0.254,29,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"Current",13700,0.1099,78804,29.65,0,0,0,0.647,45,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Late",22750,0.1799,45000,15.65,1,0,0,0.627,21,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",20000,0.1689,62208,18.04,0,3,0,0.73,27,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"Current",11200,0.1349,110004,12.02,0,1,0,0.532,32,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"Current",18000,0.1099,80000,10.92,0,0,0,0.767,25,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"Current",35000,0.1099,74000,16.69,0,0,0,0.342,21,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"Current",15000,0.1149,120000,7.84,0,1,0,0.364,22,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
"Current",6175,0.1199,50880,20.54,0,0,0,0.309,25,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"Current",18000,0.1599,139500,16.75,0,0,0,0.873,29,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",6000,0.1839,60000,3.86,0,0,0,0.995,12,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
"Current",15000,0.1199,95000,14.99,0,2,0,0.758,23,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"Current",19000,0.1099,62000,21.45,0,0,0,0.515,21,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"Current",21125,0.1299,62400,13.81,0,0,0,0.334,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"Current",12000,0.1349,120000,9.36,1,0,0,0.881,29,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Current",22000,0.2062,148000,5.23,1,1,0,0.004,18,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"Current",9000,0.1689,60000,2.88,0,2,0,0.498,25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"Current",14750,0.1199,62100,24,0,0,0,0.694,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"Current",14000,0.1199,68000,12.97,0,0,0,0.89,16,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
